product_id,date,stock_received,damaged_stock,damage %,damaged_stock>stock_recieved
107548,17-Mar-2023,0,2,0.00,TRUE
687218,17-Mar-2023,3,2,0.67,FALSE
328457,17-Mar-2023,3,0,0.00,FALSE
300159,17-Mar-2023,3,2,0.67,FALSE
378676,17-Mar-2023,3,0,0.00,FALSE
532965,17-Mar-2023,4,0,0.00,FALSE
305754,17-Mar-2023,1,0,0.00,FALSE
491314,17-Mar-2023,0,2,0.00,TRUE
470449,17-Mar-2023,0,2,0.00,TRUE
623234,17-Mar-2023,0,2,0.00,TRUE
652118,17-Mar-2023,0,2,0.00,TRUE
611575,17-Mar-2023,3,0,0.00,FALSE
621677,17-Mar-2023,3,0,0.00,FALSE
306177,17-Mar-2023,4,0,0.00,FALSE
692985,17-Mar-2023,0,2,0.00,TRUE
487931,17-Mar-2023,0,2,0.00,TRUE
901144,17-Mar-2023,3,0,0.00,FALSE
53833,17-Mar-2023,4,0,0.00,FALSE
490602,17-Mar-2023,4,0,0.00,FALSE
131136,17-Mar-2023,0,2,0.00,TRUE
287070,17-Mar-2023,1,0,0.00,FALSE
317242,17-Mar-2023,3,0,0.00,FALSE
644847,17-Mar-2023,0,2,0.00,TRUE
461804,17-Mar-2023,3,0,0.00,FALSE
94225,17-Mar-2023,0,2,0.00,TRUE
820541,17-Mar-2023,3,0,0.00,FALSE
91670,17-Mar-2023,3,2,0.67,FALSE
336847,17-Mar-2023,0,2,0.00,TRUE
144124,17-Mar-2023,3,2,0.67,FALSE
677542,17-Mar-2023,1,0,0.00,FALSE
604184,17-Mar-2023,1,0,0.00,FALSE
894539,17-Mar-2023,0,2,0.00,TRUE
968887,17-Mar-2023,4,0,0.00,FALSE
739448,17-Mar-2023,0,2,0.00,TRUE
700048,17-Mar-2023,3,2,0.67,FALSE
473647,17-Mar-2023,3,0,0.00,FALSE
753354,17-Mar-2023,3,0,0.00,FALSE
490939,17-Mar-2023,4,0,0.00,FALSE
803607,17-Mar-2023,0,2,0.00,TRUE
799688,17-Mar-2023,0,2,0.00,TRUE
684939,17-Mar-2023,0,2,0.00,TRUE
615545,17-Mar-2023,0,2,0.00,TRUE
366066,17-Mar-2023,0,2,0.00,TRUE
970529,17-Mar-2023,3,2,0.67,FALSE
820973,17-Mar-2023,0,2,0.00,TRUE
433521,17-Mar-2023,3,2,0.67,FALSE
927651,17-Mar-2023,3,0,0.00,FALSE
930284,17-Mar-2023,0,2,0.00,TRUE
432617,17-Mar-2023,0,2,0.00,TRUE
942001,17-Mar-2023,3,2,0.67,FALSE
585299,17-Mar-2023,3,0,0.00,FALSE
52729,17-Mar-2023,4,0,0.00,FALSE
661577,17-Mar-2023,3,0,0.00,FALSE
951463,17-Mar-2023,4,0,0.00,FALSE
243235,17-Mar-2023,3,2,0.67,FALSE
564692,17-Mar-2023,4,0,0.00,FALSE
131748,17-Mar-2023,4,0,0.00,FALSE
186168,17-Mar-2023,0,2,0.00,TRUE
537274,17-Mar-2023,0,2,0.00,TRUE
913428,17-Mar-2023,4,0,0.00,FALSE
726958,17-Mar-2023,3,0,0.00,FALSE
613942,17-Mar-2023,0,2,0.00,TRUE
784673,17-Mar-2023,0,2,0.00,TRUE
425341,17-Mar-2023,1,0,0.00,FALSE
760828,17-Mar-2023,0,2,0.00,TRUE
677169,17-Mar-2023,4,0,0.00,FALSE
557908,17-Mar-2023,0,2,0.00,TRUE
566052,17-Mar-2023,0,2,0.00,TRUE
137909,17-Mar-2023,0,2,0.00,TRUE
799459,17-Mar-2023,0,2,0.00,TRUE
992178,17-Mar-2023,0,2,0.00,TRUE
26060,17-Mar-2023,3,0,0.00,FALSE
237083,17-Mar-2023,4,0,0.00,FALSE
240179,17-Mar-2023,0,2,0.00,TRUE
153019,18-Mar-2023,0,2,0.00,TRUE
669378,18-Mar-2023,3,0,0.00,FALSE
890623,18-Mar-2023,4,0,0.00,FALSE
516376,18-Mar-2023,0,2,0.00,TRUE
34186,18-Mar-2023,0,2,0.00,TRUE
196719,18-Mar-2023,0,2,0.00,TRUE
818990,18-Mar-2023,1,0,0.00,FALSE
349294,18-Mar-2023,3,2,0.67,FALSE
284460,18-Mar-2023,0,2,0.00,TRUE
552883,18-Mar-2023,4,0,0.00,FALSE
952124,18-Mar-2023,0,2,0.00,TRUE
555121,18-Mar-2023,3,0,0.00,FALSE
217710,18-Mar-2023,0,2,0.00,TRUE
89084,18-Mar-2023,4,2,0.50,FALSE
891833,18-Mar-2023,0,2,0.00,TRUE
741341,18-Mar-2023,0,2,0.00,TRUE
329351,18-Mar-2023,3,0,0.00,FALSE
324809,18-Mar-2023,4,0,0.00,FALSE
337168,18-Mar-2023,4,2,0.50,FALSE
659290,18-Mar-2023,3,0,0.00,FALSE
883013,18-Mar-2023,3,0,0.00,FALSE
455083,18-Mar-2023,4,0,0.00,FALSE
183929,18-Mar-2023,0,2,0.00,TRUE
578097,18-Mar-2023,0,2,0.00,TRUE
949818,18-Mar-2023,3,0,0.00,FALSE
690565,18-Mar-2023,0,2,0.00,TRUE
361361,18-Mar-2023,3,0,0.00,FALSE
378230,18-Mar-2023,3,0,0.00,FALSE
658389,18-Mar-2023,0,2,0.00,TRUE
762527,18-Mar-2023,1,0,0.00,FALSE
952168,18-Mar-2023,0,2,0.00,TRUE
587420,18-Mar-2023,4,0,0.00,FALSE
491521,18-Mar-2023,1,0,0.00,FALSE
914071,18-Mar-2023,4,0,0.00,FALSE
567671,18-Mar-2023,3,0,0.00,FALSE
319388,18-Mar-2023,0,2,0.00,TRUE
681063,18-Mar-2023,0,2,0.00,TRUE
679321,18-Mar-2023,0,2,0.00,TRUE
378287,18-Mar-2023,4,0,0.00,FALSE
118820,18-Mar-2023,3,0,0.00,FALSE
667163,18-Mar-2023,4,0,0.00,FALSE
228286,18-Mar-2023,1,2,2.00,TRUE
890232,18-Mar-2023,0,2,0.00,TRUE
365132,18-Mar-2023,3,2,0.67,FALSE
689769,18-Mar-2023,4,0,0.00,FALSE
305754,18-Mar-2023,3,0,0.00,FALSE
33955,18-Mar-2023,0,2,0.00,TRUE
623234,18-Mar-2023,3,0,0.00,FALSE
652118,18-Mar-2023,0,2,0.00,TRUE
187399,18-Mar-2023,0,2,0.00,TRUE
621677,18-Mar-2023,0,2,0.00,TRUE
272170,18-Mar-2023,3,2,0.67,FALSE
487931,18-Mar-2023,4,0,0.00,FALSE
901144,18-Mar-2023,4,0,0.00,FALSE
945635,18-Mar-2023,3,0,0.00,FALSE
760684,18-Mar-2023,0,2,0.00,TRUE
354409,18-Mar-2023,0,2,0.00,TRUE
490602,18-Mar-2023,3,0,0.00,FALSE
131136,18-Mar-2023,4,0,0.00,FALSE
679865,18-Mar-2023,0,2,0.00,TRUE
317242,18-Mar-2023,3,0,0.00,FALSE
644847,18-Mar-2023,0,2,0.00,TRUE
993331,18-Mar-2023,1,2,2.00,TRUE
807452,18-Mar-2023,4,2,0.50,FALSE
36412,18-Mar-2023,4,0,0.00,FALSE
94225,18-Mar-2023,4,0,0.00,FALSE
18035,18-Mar-2023,0,2,0.00,TRUE
435929,18-Mar-2023,4,0,0.00,FALSE
552496,18-Mar-2023,4,0,0.00,FALSE
455755,18-Mar-2023,0,2,0.00,TRUE
91670,18-Mar-2023,0,2,0.00,TRUE
144124,18-Mar-2023,3,0,0.00,FALSE
747801,18-Mar-2023,0,2,0.00,TRUE
677542,18-Mar-2023,1,0,0.00,FALSE
697683,18-Mar-2023,3,0,0.00,FALSE
894539,18-Mar-2023,3,0,0.00,FALSE
739448,18-Mar-2023,0,2,0.00,TRUE
448752,18-Mar-2023,0,2,0.00,TRUE
365133,18-Mar-2023,4,2,0.50,FALSE
133542,18-Mar-2023,0,2,0.00,TRUE
767398,18-Mar-2023,3,0,0.00,FALSE
473647,18-Mar-2023,1,0,0.00,FALSE
647462,18-Mar-2023,3,2,0.67,FALSE
803607,18-Mar-2023,3,0,0.00,FALSE
859361,18-Mar-2023,3,0,0.00,FALSE
219598,18-Mar-2023,0,2,0.00,TRUE
600767,18-Mar-2023,4,0,0.00,FALSE
784827,18-Mar-2023,3,0,0.00,FALSE
6405,18-Mar-2023,3,0,0.00,FALSE
853932,18-Mar-2023,0,2,0.00,TRUE
820973,18-Mar-2023,3,0,0.00,FALSE
367391,18-Mar-2023,3,0,0.00,FALSE
927651,18-Mar-2023,3,0,0.00,FALSE
930284,18-Mar-2023,3,0,0.00,FALSE
4452,18-Mar-2023,0,2,0.00,TRUE
82484,18-Mar-2023,3,0,0.00,FALSE
57405,18-Mar-2023,0,2,0.00,TRUE
707935,18-Mar-2023,3,2,0.67,FALSE
52729,18-Mar-2023,3,0,0.00,FALSE
661577,18-Mar-2023,3,2,0.67,FALSE
564692,18-Mar-2023,4,0,0.00,FALSE
256783,18-Mar-2023,3,0,0.00,FALSE
186168,18-Mar-2023,0,2,0.00,TRUE
537274,18-Mar-2023,1,2,2.00,TRUE
913428,18-Mar-2023,4,0,0.00,FALSE
757274,18-Mar-2023,3,0,0.00,FALSE
726958,18-Mar-2023,0,2,0.00,TRUE
613942,18-Mar-2023,1,0,0.00,FALSE
784673,18-Mar-2023,0,2,0.00,TRUE
723678,18-Mar-2023,1,0,0.00,FALSE
677169,18-Mar-2023,3,2,0.67,FALSE
706112,18-Mar-2023,3,0,0.00,FALSE
557908,18-Mar-2023,4,0,0.00,FALSE
587645,18-Mar-2023,0,2,0.00,TRUE
837480,18-Mar-2023,4,2,0.50,FALSE
566052,18-Mar-2023,4,0,0.00,FALSE
137909,18-Mar-2023,4,2,0.50,FALSE
264803,18-Mar-2023,3,0,0.00,FALSE
851978,18-Mar-2023,3,2,0.67,FALSE
33797,18-Mar-2023,0,2,0.00,TRUE
123983,18-Mar-2023,3,2,0.67,FALSE
237083,18-Mar-2023,0,2,0.00,TRUE
679284,18-Mar-2023,3,2,0.67,FALSE
240179,18-Mar-2023,3,0,0.00,FALSE
673058,18-Mar-2023,3,0,0.00,FALSE
965755,19-Mar-2023,0,2,0.00,TRUE
516376,19-Mar-2023,1,2,2.00,TRUE
39154,19-Mar-2023,4,0,0.00,FALSE
34186,19-Mar-2023,0,2,0.00,TRUE
196719,19-Mar-2023,0,2,0.00,TRUE
478531,19-Mar-2023,3,2,0.67,FALSE
812607,19-Mar-2023,4,2,0.50,FALSE
14145,19-Mar-2023,0,2,0.00,TRUE
871592,19-Mar-2023,4,0,0.00,FALSE
284460,19-Mar-2023,0,2,0.00,TRUE
70969,19-Mar-2023,3,0,0.00,FALSE
952124,19-Mar-2023,0,2,0.00,TRUE
397973,19-Mar-2023,3,0,0.00,FALSE
462526,19-Mar-2023,4,0,0.00,FALSE
217710,19-Mar-2023,4,0,0.00,FALSE
89084,19-Mar-2023,3,0,0.00,FALSE
888807,19-Mar-2023,4,0,0.00,FALSE
15314,19-Mar-2023,0,2,0.00,TRUE
891833,19-Mar-2023,1,2,2.00,TRUE
500739,19-Mar-2023,4,0,0.00,FALSE
798639,19-Mar-2023,3,0,0.00,FALSE
329351,19-Mar-2023,3,2,0.67,FALSE
659290,19-Mar-2023,3,0,0.00,FALSE
883013,19-Mar-2023,3,2,0.67,FALSE
592784,19-Mar-2023,4,0,0.00,FALSE
578097,19-Mar-2023,0,2,0.00,TRUE
487065,19-Mar-2023,4,0,0.00,FALSE
734789,19-Mar-2023,4,2,0.50,FALSE
949818,19-Mar-2023,1,0,0.00,FALSE
690565,19-Mar-2023,1,0,0.00,FALSE
291238,19-Mar-2023,0,2,0.00,TRUE
313754,19-Mar-2023,0,2,0.00,TRUE
378230,19-Mar-2023,4,0,0.00,FALSE
658389,19-Mar-2023,3,0,0.00,FALSE
952168,19-Mar-2023,0,2,0.00,TRUE
602241,19-Mar-2023,0,2,0.00,TRUE
491521,19-Mar-2023,3,0,0.00,FALSE
914071,19-Mar-2023,0,2,0.00,TRUE
481843,19-Mar-2023,3,0,0.00,FALSE
681063,19-Mar-2023,0,2,0.00,TRUE
679321,19-Mar-2023,0,2,0.00,TRUE
378287,19-Mar-2023,0,2,0.00,TRUE
118820,19-Mar-2023,4,0,0.00,FALSE
667163,19-Mar-2023,0,2,0.00,TRUE
712003,19-Mar-2023,3,0,0.00,FALSE
513199,19-Mar-2023,0,2,0.00,TRUE
532965,19-Mar-2023,0,2,0.00,TRUE
365132,19-Mar-2023,0,2,0.00,TRUE
689769,19-Mar-2023,0,2,0.00,TRUE
969851,19-Mar-2023,4,2,0.50,FALSE
398340,19-Mar-2023,0,2,0.00,TRUE
491314,19-Mar-2023,0,2,0.00,TRUE
33955,19-Mar-2023,0,2,0.00,TRUE
954722,19-Mar-2023,3,0,0.00,FALSE
606256,19-Mar-2023,0,2,0.00,TRUE
925482,19-Mar-2023,3,0,0.00,FALSE
306177,19-Mar-2023,1,2,2.00,TRUE
272170,19-Mar-2023,3,0,0.00,FALSE
692985,19-Mar-2023,0,2,0.00,TRUE
487931,19-Mar-2023,4,0,0.00,FALSE
53833,19-Mar-2023,3,2,0.67,FALSE
903336,19-Mar-2023,1,0,0.00,FALSE
945635,19-Mar-2023,3,0,0.00,FALSE
490602,19-Mar-2023,0,2,0.00,TRUE
131136,19-Mar-2023,3,0,0.00,FALSE
317242,19-Mar-2023,0,2,0.00,TRUE
807452,19-Mar-2023,4,0,0.00,FALSE
461804,19-Mar-2023,4,0,0.00,FALSE
36412,19-Mar-2023,0,2,0.00,TRUE
704868,19-Mar-2023,4,2,0.50,FALSE
18035,19-Mar-2023,4,0,0.00,FALSE
435929,19-Mar-2023,0,2,0.00,TRUE
91670,19-Mar-2023,0,2,0.00,TRUE
336847,19-Mar-2023,3,2,0.67,FALSE
144124,19-Mar-2023,4,0,0.00,FALSE
677542,19-Mar-2023,3,0,0.00,FALSE
604184,19-Mar-2023,3,0,0.00,FALSE
697683,19-Mar-2023,1,0,0.00,FALSE
739534,19-Mar-2023,4,2,0.50,FALSE
700048,19-Mar-2023,0,2,0.00,TRUE
448752,19-Mar-2023,0,2,0.00,TRUE
365133,19-Mar-2023,3,2,0.67,FALSE
133542,19-Mar-2023,1,0,0.00,FALSE
767398,19-Mar-2023,3,0,0.00,FALSE
9436,19-Mar-2023,3,0,0.00,FALSE
112390,19-Mar-2023,3,0,0.00,FALSE
647462,19-Mar-2023,3,0,0.00,FALSE
34200,19-Mar-2023,3,0,0.00,FALSE
753354,19-Mar-2023,0,2,0.00,TRUE
490939,19-Mar-2023,0,2,0.00,TRUE
799688,19-Mar-2023,0,2,0.00,TRUE
684939,19-Mar-2023,4,2,0.50,FALSE
219598,19-Mar-2023,4,0,0.00,FALSE
140154,19-Mar-2023,3,0,0.00,FALSE
449106,19-Mar-2023,3,0,0.00,FALSE
615545,19-Mar-2023,3,0,0.00,FALSE
366066,19-Mar-2023,0,2,0.00,TRUE
6405,19-Mar-2023,3,2,0.67,FALSE
853932,19-Mar-2023,3,0,0.00,FALSE
51036,19-Mar-2023,4,0,0.00,FALSE
367391,19-Mar-2023,3,0,0.00,FALSE
927651,19-Mar-2023,3,0,0.00,FALSE
4452,19-Mar-2023,0,2,0.00,TRUE
440875,19-Mar-2023,0,2,0.00,TRUE
953175,19-Mar-2023,3,0,0.00,FALSE
707935,19-Mar-2023,3,0,0.00,FALSE
52729,19-Mar-2023,3,0,0.00,FALSE
661577,19-Mar-2023,3,0,0.00,FALSE
951463,19-Mar-2023,0,2,0.00,TRUE
564692,19-Mar-2023,3,0,0.00,FALSE
256783,19-Mar-2023,0,2,0.00,TRUE
537274,19-Mar-2023,3,0,0.00,FALSE
525531,19-Mar-2023,4,0,0.00,FALSE
913428,19-Mar-2023,3,2,0.67,FALSE
757274,19-Mar-2023,1,0,0.00,FALSE
642612,19-Mar-2023,0,2,0.00,TRUE
613942,19-Mar-2023,0,2,0.00,TRUE
425341,19-Mar-2023,0,2,0.00,TRUE
677169,19-Mar-2023,1,2,2.00,TRUE
557908,19-Mar-2023,4,0,0.00,FALSE
799459,19-Mar-2023,0,2,0.00,TRUE
56589,19-Mar-2023,4,0,0.00,FALSE
26060,19-Mar-2023,3,0,0.00,FALSE
33797,19-Mar-2023,4,2,0.50,FALSE
123983,19-Mar-2023,4,2,0.50,FALSE
237083,19-Mar-2023,3,0,0.00,FALSE
444361,19-Mar-2023,4,0,0.00,FALSE
679284,19-Mar-2023,4,2,0.50,FALSE
240179,19-Mar-2023,1,0,0.00,FALSE
114414,19-Mar-2023,3,2,0.67,FALSE
153019,20-Mar-2023,3,0,0.00,FALSE
11422,20-Mar-2023,4,2,0.50,FALSE
848226,20-Mar-2023,4,0,0.00,FALSE
222892,20-Mar-2023,4,0,0.00,FALSE
516376,20-Mar-2023,4,0,0.00,FALSE
39154,20-Mar-2023,1,0,0.00,FALSE
478531,20-Mar-2023,0,2,0.00,TRUE
812607,20-Mar-2023,3,0,0.00,FALSE
14145,20-Mar-2023,3,0,0.00,FALSE
654297,20-Mar-2023,4,2,0.50,FALSE
70969,20-Mar-2023,4,2,0.50,FALSE
952124,20-Mar-2023,0,2,0.00,TRUE
818522,20-Mar-2023,0,2,0.00,TRUE
376447,20-Mar-2023,0,2,0.00,TRUE
89084,20-Mar-2023,1,0,0.00,FALSE
136533,20-Mar-2023,1,2,2.00,TRUE
714999,20-Mar-2023,0,2,0.00,TRUE
880510,20-Mar-2023,0,2,0.00,TRUE
257719,20-Mar-2023,3,2,0.67,FALSE
500633,20-Mar-2023,4,0,0.00,FALSE
799952,20-Mar-2023,0,2,0.00,TRUE
798639,20-Mar-2023,0,2,0.00,TRUE
337168,20-Mar-2023,4,0,0.00,FALSE
659290,20-Mar-2023,3,0,0.00,FALSE
578097,20-Mar-2023,1,0,0.00,FALSE
487065,20-Mar-2023,3,0,0.00,FALSE
949818,20-Mar-2023,0,2,0.00,TRUE
291238,20-Mar-2023,4,0,0.00,FALSE
654623,20-Mar-2023,1,2,2.00,TRUE
313754,20-Mar-2023,4,2,0.50,FALSE
658389,20-Mar-2023,4,0,0.00,FALSE
990993,20-Mar-2023,1,0,0.00,FALSE
762527,20-Mar-2023,1,0,0.00,FALSE
542300,20-Mar-2023,0,2,0.00,TRUE
602241,20-Mar-2023,0,2,0.00,TRUE
491521,20-Mar-2023,3,0,0.00,FALSE
991434,20-Mar-2023,0,2,0.00,TRUE
171602,20-Mar-2023,0,2,0.00,TRUE
60619,20-Mar-2023,0,2,0.00,TRUE
378287,20-Mar-2023,4,2,0.50,FALSE
712003,20-Mar-2023,4,0,0.00,FALSE
513199,20-Mar-2023,3,0,0.00,FALSE
962054,20-Mar-2023,3,2,0.67,FALSE
378676,20-Mar-2023,3,2,0.67,FALSE
890232,20-Mar-2023,0,2,0.00,TRUE
532965,20-Mar-2023,4,0,0.00,FALSE
365132,20-Mar-2023,3,0,0.00,FALSE
398340,20-Mar-2023,0,2,0.00,TRUE
491314,20-Mar-2023,4,0,0.00,FALSE
470449,20-Mar-2023,0,2,0.00,TRUE
954722,20-Mar-2023,4,0,0.00,FALSE
131937,20-Mar-2023,0,2,0.00,TRUE
652118,20-Mar-2023,1,0,0.00,FALSE
925482,20-Mar-2023,0,2,0.00,TRUE
306177,20-Mar-2023,0,2,0.00,TRUE
272170,20-Mar-2023,3,0,0.00,FALSE
901144,20-Mar-2023,0,2,0.00,TRUE
876139,20-Mar-2023,3,0,0.00,FALSE
903336,20-Mar-2023,0,2,0.00,TRUE
120532,20-Mar-2023,1,2,2.00,TRUE
945635,20-Mar-2023,0,2,0.00,TRUE
760684,20-Mar-2023,1,0,0.00,FALSE
354409,20-Mar-2023,0,2,0.00,TRUE
490602,20-Mar-2023,1,0,0.00,FALSE
131136,20-Mar-2023,0,2,0.00,TRUE
644847,20-Mar-2023,4,0,0.00,FALSE
327290,20-Mar-2023,3,0,0.00,FALSE
993331,20-Mar-2023,3,0,0.00,FALSE
807452,20-Mar-2023,0,2,0.00,TRUE
704868,20-Mar-2023,0,2,0.00,TRUE
18035,20-Mar-2023,4,0,0.00,FALSE
455755,20-Mar-2023,3,2,0.67,FALSE
144124,20-Mar-2023,0,2,0.00,TRUE
589812,20-Mar-2023,0,2,0.00,TRUE
677542,20-Mar-2023,3,2,0.67,FALSE
604184,20-Mar-2023,0,2,0.00,TRUE
697683,20-Mar-2023,3,0,0.00,FALSE
448752,20-Mar-2023,3,2,0.67,FALSE
133542,20-Mar-2023,0,2,0.00,TRUE
863930,20-Mar-2023,1,2,2.00,TRUE
9436,20-Mar-2023,1,2,2.00,TRUE
647462,20-Mar-2023,0,2,0.00,TRUE
753354,20-Mar-2023,3,0,0.00,FALSE
803607,20-Mar-2023,4,0,0.00,FALSE
124290,20-Mar-2023,0,2,0.00,TRUE
140489,20-Mar-2023,0,2,0.00,TRUE
859361,20-Mar-2023,0,2,0.00,TRUE
492958,20-Mar-2023,0,2,0.00,TRUE
684939,20-Mar-2023,1,0,0.00,FALSE
140154,20-Mar-2023,1,2,2.00,TRUE
449106,20-Mar-2023,3,0,0.00,FALSE
6405,20-Mar-2023,0,2,0.00,TRUE
51036,20-Mar-2023,0,2,0.00,TRUE
820973,20-Mar-2023,3,0,0.00,FALSE
433521,20-Mar-2023,0,2,0.00,TRUE
927651,20-Mar-2023,3,0,0.00,FALSE
57405,20-Mar-2023,0,2,0.00,TRUE
707935,20-Mar-2023,3,0,0.00,FALSE
942001,20-Mar-2023,3,2,0.67,FALSE
585299,20-Mar-2023,3,0,0.00,FALSE
120385,20-Mar-2023,3,0,0.00,FALSE
52729,20-Mar-2023,4,0,0.00,FALSE
661577,20-Mar-2023,4,0,0.00,FALSE
373536,20-Mar-2023,0,2,0.00,TRUE
243235,20-Mar-2023,3,0,0.00,FALSE
186168,20-Mar-2023,4,0,0.00,FALSE
537274,20-Mar-2023,4,0,0.00,FALSE
525531,20-Mar-2023,4,0,0.00,FALSE
757274,20-Mar-2023,3,0,0.00,FALSE
771228,20-Mar-2023,0,2,0.00,TRUE
760828,20-Mar-2023,3,2,0.67,FALSE
723678,20-Mar-2023,3,0,0.00,FALSE
451812,20-Mar-2023,1,0,0.00,FALSE
274207,20-Mar-2023,4,2,0.50,FALSE
706112,20-Mar-2023,3,2,0.67,FALSE
587645,20-Mar-2023,0,2,0.00,TRUE
566052,20-Mar-2023,4,0,0.00,FALSE
851978,20-Mar-2023,4,0,0.00,FALSE
992178,20-Mar-2023,3,0,0.00,FALSE
56589,20-Mar-2023,0,2,0.00,TRUE
26060,20-Mar-2023,3,0,0.00,FALSE
123983,20-Mar-2023,0,2,0.00,TRUE
444361,20-Mar-2023,0,2,0.00,TRUE
679284,20-Mar-2023,3,0,0.00,FALSE
673058,20-Mar-2023,0,2,0.00,TRUE
153019,21-Mar-2023,0,2,0.00,TRUE
11422,21-Mar-2023,4,0,0.00,FALSE
516376,21-Mar-2023,4,0,0.00,FALSE
34186,21-Mar-2023,0,2,0.00,TRUE
196719,21-Mar-2023,0,2,0.00,TRUE
478531,21-Mar-2023,0,2,0.00,TRUE
818990,21-Mar-2023,3,0,0.00,FALSE
349294,21-Mar-2023,0,2,0.00,TRUE
847349,21-Mar-2023,0,2,0.00,TRUE
284460,21-Mar-2023,3,0,0.00,FALSE
473929,21-Mar-2023,0,2,0.00,TRUE
77308,21-Mar-2023,3,2,0.67,FALSE
70969,21-Mar-2023,3,0,0.00,FALSE
952124,21-Mar-2023,0,2,0.00,TRUE
555121,21-Mar-2023,1,2,2.00,TRUE
818522,21-Mar-2023,4,2,0.50,FALSE
217710,21-Mar-2023,0,2,0.00,TRUE
146840,21-Mar-2023,3,2,0.67,FALSE
89084,21-Mar-2023,1,0,0.00,FALSE
136533,21-Mar-2023,0,2,0.00,TRUE
257719,21-Mar-2023,0,2,0.00,TRUE
891833,21-Mar-2023,3,0,0.00,FALSE
500739,21-Mar-2023,0,2,0.00,TRUE
839170,21-Mar-2023,3,0,0.00,FALSE
183929,21-Mar-2023,0,2,0.00,TRUE
734789,21-Mar-2023,3,0,0.00,FALSE
949818,21-Mar-2023,0,2,0.00,TRUE
361361,21-Mar-2023,0,2,0.00,TRUE
291238,21-Mar-2023,3,2,0.67,FALSE
654623,21-Mar-2023,0,2,0.00,TRUE
313754,21-Mar-2023,4,2,0.50,FALSE
658389,21-Mar-2023,3,0,0.00,FALSE
990993,21-Mar-2023,0,2,0.00,TRUE
602241,21-Mar-2023,4,0,0.00,FALSE
491521,21-Mar-2023,1,0,0.00,FALSE
567671,21-Mar-2023,0,2,0.00,TRUE
962591,21-Mar-2023,0,2,0.00,TRUE
107548,21-Mar-2023,0,2,0.00,TRUE
328457,21-Mar-2023,0,2,0.00,TRUE
681063,21-Mar-2023,3,0,0.00,FALSE
378287,21-Mar-2023,0,2,0.00,TRUE
118820,21-Mar-2023,0,2,0.00,TRUE
712307,21-Mar-2023,0,2,0.00,TRUE
378676,21-Mar-2023,0,2,0.00,TRUE
365132,21-Mar-2023,0,2,0.00,TRUE
689769,21-Mar-2023,3,0,0.00,FALSE
969851,21-Mar-2023,0,2,0.00,TRUE
305754,21-Mar-2023,4,0,0.00,FALSE
33955,21-Mar-2023,3,2,0.67,FALSE
954722,21-Mar-2023,4,0,0.00,FALSE
131937,21-Mar-2023,0,2,0.00,TRUE
606256,21-Mar-2023,3,0,0.00,FALSE
611575,21-Mar-2023,4,2,0.50,FALSE
272170,21-Mar-2023,0,2,0.00,TRUE
692985,21-Mar-2023,0,2,0.00,TRUE
901144,21-Mar-2023,0,2,0.00,TRUE
53833,21-Mar-2023,3,0,0.00,FALSE
876139,21-Mar-2023,1,0,0.00,FALSE
903336,21-Mar-2023,4,0,0.00,FALSE
120532,21-Mar-2023,3,2,0.67,FALSE
945635,21-Mar-2023,3,2,0.67,FALSE
937542,21-Mar-2023,1,2,2.00,TRUE
490602,21-Mar-2023,3,0,0.00,FALSE
287070,21-Mar-2023,1,0,0.00,FALSE
